pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,discoverymethod,disc_year,pl_controv_flag,sy_dist
NY Vir b,NY Vir,3160.0,3.3,13.3,730.978,,,32780.0,0.151,0.459,Eclipse Timing Variations,2011.0,1,544.024
OGLE-TR-10 b,OGLE-TR-10,3.101278,0.0434,14.011,197.046,,1702.0,5950.0,1.17,1.14,Transit,2004.0,0,1344.97
OGLE-TR-111 b,OGLE-TR-111,4.0144463,0.0473,11.421971,174.799,,1019.0,5040.0,0.83,0.82,Transit,2004.0,0,1068.33
OGLE-TR-113 b,OGLE-TR-113,1.4324752,0.02289,12.251,400.449,528.4147,1342.0,4790.0,0.774,0.779,Transit,2004.0,0,566.459
OGLE-TR-132 b,OGLE-TR-132,1.689868,0.03035,13.45,375.02,,2013.0,6210.0,1.32,1.305,Transit,2004.0,0,2012.62
OGLE-TR-182 b,OGLE-TR-182,3.9791,0.051,12.666,320.995,,1550.0,5924.0,1.14,1.14,Transit,2007.0,0,2501.75
OGLE-TR-211 b,OGLE-TR-211,3.67724,0.051,15.244,327.351,,1686.0,6325.0,1.64,1.33,Transit,2007.0,0,1515.26
OGLE-TR-56 b,OGLE-TR-56,1.2119189,0.02383,15.278,441.77,,2212.0,6050.0,1.363,1.228,Transit,2002.0,0,282.83913869
OGLE2-TR-L9 b,OGLE2-TR-L9,2.4855335,0.0308,18.046,1430.175,4135.4482,2034.0,6933.0,1.53,1.52,Transit,2008.0,0,1627.63
Oph 11 b,Oph 11,7300000.0,243.0,12.3,4449.62,,2175.0,2375.0,0.232692,0.016,Imaging,2006.0,0,136.16559197
PDS 70 b,PDS 70,43500.0,20.8,21.96960217,1017.0509024,,1392.0,4109.0,1.26,0.982,Imaging,2018.0,0,113.064
PDS 70 c,PDS 70,,34.3,22.19378179,2383.7130525,,1054.0,4109.0,1.26,0.982,Imaging,2019.0,0,113.064
PH1 b,PH1,138.317,0.652,6.18,169.0,,481.0,6407.0,1.734,1.528,Transit,2012.0,0,1033.16
PH2 b,PH2,282.52542,0.833,9.33708092,87.08498352,1.2,295.1,5734.0,0.949,0.966,Transit,2013.0,0,343.863
POTS-1 b,POTS-1,3.1606296,0.03734,10.548,734.16,,,4400.0,0.588,0.695,Transit,2013.0,0,747.959
PZ Tel b,PZ Tel,44000.0,27.0,11.9,8581.366989,,,5169.0,1.25646,1.36,Imaging,2023.0,0,47.0648
Pr0201 b,Pr0201,4.4264,0.06,14.2,171.6282,,,6174.0,1.15,1.24,Radial Velocity,2012.0,0,180.64
Pr0211 b,Pr0211,2.1461,0.03176,13.4,597.5204,,,5300.0,0.827,0.935,Radial Velocity,2012.0,0,182.714
Pr0211 c,Pr0211,4850.0,5.5,12.6,2475.8957,,,5300.0,0.827,0.935,Radial Velocity,2016.0,0,182.714
Proxima Cen b,Proxima Cen,11.18465,0.04848,1.02,1.055,0.641,218.0,2900.0,0.141,0.1221,Radial Velocity,2016.0,0,1.30119
Proxima Cen d,Proxima Cen,5.12338,0.02881,0.692,0.26,1.814,282.0,2900.0,0.141,0.1221,Radial Velocity,2025.0,0,1.30119
Qatar-1 b,Qatar-1,1.4200242,0.02332,12.811887,411.27202,382.328,1418.0,5013.0,0.803,0.838,Transit,2010.0,0,185.615
Qatar-10 b,Qatar-10,1.645321,0.0286,17.295487,233.92288,1816.48,1955.0,6124.0,1.254,1.156,Transit,2019.0,0,559.068
Qatar-2 b,Qatar-2,1.33711647,0.02153,14.056,792.635,,1344.0,4645.0,0.776,0.743,Transit,2011.0,0,181.374
Qatar-3 b,Qatar-3,2.5079204,0.03783,12.285064,1369.8473,1330.0,1681.0,6007.0,1.272,1.145,Transit,2017.0,0,735.601
Qatar-4 b,Qatar-4,1.8053564,0.02803,12.722215,1938.763,614.0,1385.0,5215.0,0.849,0.896,Transit,2017.0,0,329.036
Qatar-5 b,Qatar-5,2.8792319,0.04127,12.408363,1373.0256,669.0,1415.0,5747.0,1.076,1.128,Transit,2017.0,0,367.658
Qatar-6 b,Qatar-6,3.506195,0.0423,11.903958,212.31044,174.9015,1006.0,5052.0,0.722,0.822,Transit,2017.0,0,100.848
Qatar-7 b,Qatar-7,2.032046,0.0352,19.0553,597.5204,2886.2922,2053.0,6387.0,1.564,1.409,Transit,2019.0,0,705.981
Qatar-8 b,Qatar-8,3.71495,0.0474,14.403565,117.91493,698.148,1457.0,5738.0,1.315,1.029,Transit,2019.0,0,281.498
Qatar-9 b,Qatar-9,1.540731,0.0234,11.309881,378.2177,210.669,1134.0,4309.0,0.696,0.719,Transit,2019.0,0,213.771
ROXs 42 B b,ROXs 42 B,,157.0,12.5,2860.0,,1975.0,3433.0,1.33658,1.0,Imaging,2013.0,0,143.59
RR Cae b,RR Cae,4343.5,5.3,13.0,1334.886,,,3904.0,0.193119,0.44,Eclipse Timing Variations,2012.0,1,21.1916
Ross 128 b,Ross 128,9.8658,0.0496,1.11,1.4,1.38,301.0,3192.0,0.1967,0.168,Radial Velocity,2017.0,0,3.37454
Ross 176 b,Ross 176,5.0066338,0.0464,1.84,4.57,36.2,682.0,4041.0,0.569,0.577,Transit,2025.0,0,46.4488
Ross 508 b,Ross 508,10.77,0.05366,1.83,4.0,,,3071.0,0.2113,0.1774,Radial Velocity,2022.0,0,11.2103
SPECULOOS-3 b,SPECULOOS-3,0.71912603,0.00733,0.977,0.894,15.54,553.0,2800.0,0.123,0.1009,Transit,2024.0,0,
TAP 26 b,TAP 26,10.79,0.0968,13.5,527.5978,,,4620.0,1.17,1.04,Radial Velocity,2017.0,0,121.402
TIC 139270665 b,TIC 139270665,23.624,0.163,7.22979255,147.15455244,40.3,703.0,5844.0,1.016,1.035,Transit,2024.0,0,189.875
TIC 139270665 c,TIC 139270665,1010.0,2.0,12.9,1554.18091023,0.21,200.0,5844.0,1.016,1.035,Radial Velocity,2024.0,0,189.875
TIC 147027702 b,TIC 147027702,44.40523,0.274,10.92875618,346.43296363,,863.0,6410.0,2.136,1.406,Transit,2026.0,0,457.186
TIC 172900988 b,TIC 172900988 Aa,200.452,0.90281,11.25,942.0,,,6050.0,1.3842,1.2384,Transit,2021.0,0,250.956
TIC 231949697 b,TIC 231949697,0.90720448719,,1.52831855,2.95,154.97,982.91,3451.32,0.492584,0.490679,Transit,2026.0,0,50.2408
TIC 237913194 b,TIC 237913194,15.168865,0.1207,12.520453,617.22586,83.3856,974.0,5788.0,1.088,1.026,Transit,2020.0,0,306.063
TIC 241249530 b,TIC 241249530,165.7719,0.641,13.29385111,1582.78546686,,,6166.0,1.397,1.271,Transit,2024.0,0,324.448
TIC 245076932 b,TIC 245076932,21.61389,0.157,10.87271128,162.09248757,,845.0,6130.0,1.288,1.117,Transit,2026.0,0,303.96
TIC 257060897 b,TIC 257060897,3.66003639,0.04922,17.26183028,201.50321004,1804.5549,1775.0,5993.0,1.863,1.187,Transit,2021.0,0,505.703
TIC 270471727 b,TIC 270471727,10.45623256647,,2.75029559,8.0,283.9789,1147.1,5271.39,0.997091,0.9,Transit,2026.0,0,182.104
TIC 279401253 b,TIC 279401253,76.8,0.369,11.2089807,1951.46641898,,,5951.0,1.06,1.13,Transit,2023.0,0,285.584
TIC 279401253 c,TIC 279401253,155.3,0.591,12.6,2548.98382414,,,5951.0,1.06,1.13,Transit,2023.0,0,285.584
TIC 365102760 b,TIC 365102760,4.21285367,0.0622,6.21,19.2,,,4900.0,3.13,1.17,Transit,2024.0,0,555.546
TIC 393818343 b,TIC 393818343,16.24921,0.1291,12.18416202,1379.37528638,2.28,805.5,5756.0,1.086,1.082,Transit,2024.0,0,93.7345
TIC 434398831 b,TIC 434398831,3.685504,0.04641,3.51,12.1,,1250.0,5638.0,0.909,0.992,Transit,2025.0,0,217.011
TIC 434398831 c,TIC 434398831,6.210291,0.06572,5.63,27.0,,1050.0,5638.0,0.909,0.992,Transit,2025.0,0,217.011
TIC 46432937 b,TIC 46432937,1.44044527,0.02065,13.31626907,1017.0509024,115.1312,872.0,3572.0,0.5299,0.563,Transit,2024.0,0,90.5369
TIC 4672985 b,TIC 4672985,69.048,0.33,11.5004142,4049.13390518,,517.2,5757.0,1.15,1.01,Transit,2024.0,0,253.385
TIC 87422071 b,TIC 87422071,11.364929,0.106,10.8615023,409.99864503,140.925,1110.0,6150.0,1.489,1.239,Transit,2026.0,0,384.758
TIC 88785435 b,TIC 88785435,10.508843,0.08432,5.03,22.3,,635.0,3998.0,0.911,0.724,Transit,2025.0,0,122.386
TOI-1011 b,TOI-1011,2.470498,,1.45,4.04,575.597,1364.0,5475.0,0.92,0.91,Transit,2025.0,0,52.62
TOI-1036 b,TOI-1036,3.77952125496,,6.28499593,32.5,466.528,1294.0,5664.68,1.17554,1.03,Transit,2026.0,0,184.015
TOI-1052 b,TOI-1052,9.139703,0.09103,2.87,16.9,246.0,1135.0,6146.0,1.264,1.204,Transit,2023.0,0,129.804
TOI-1052 c,TOI-1052,35.806,0.2263,6.48,34.3,39.7,719.0,6146.0,1.264,1.204,Radial Velocity,2023.0,0,129.804
TOI-1054.01,TOI-1054,15.5077855,,2.43432,6.5,88.0718,853.0,6122.0,1.17,1.14,Transit,2021.0,0,88.4343
TOI-1062 b,TOI-1062,4.11296,0.052,2.265,10.15,232.0,1077.0,5328.0,0.84,0.94,Transit,2021.0,0,82.1733
TOI-1062 c,TOI-1062,7.972,0.08,3.1,9.78,95.0,859.0,5328.0,0.84,0.94,Radial Velocity,2021.0,0,82.1733
TOI-1064 b,TOI-1064,6.443868,0.06152,2.587,13.5,62.9,784.0,4734.0,0.726,0.748,Transit,2022.0,0,68.0726
TOI-1064 c,TOI-1064,12.226574,0.09429,2.651,2.5,26.8,634.0,4734.0,0.726,0.748,Transit,2022.0,0,68.0726
TOI-1075 b,TOI-1075,0.6047328,0.01159,1.791,9.95,509.2,1323.0,3875.0,0.581,0.604,Transit,2022.0,0,61.4592
TOI-1080 b,TOI-1080,3.9652482,0.0272,1.2,10.7,4.35,368.0,3065.0,0.2019,0.1667,Transit,2026.0,0,25.559
TOI-1105 b,TOI-1105,10.86818410933,,3.05823658,9.58,20.7383,594.0,4678.46,0.755833,0.74,Transit,2026.0,0,79.5225
TOI-1107 b,TOI-1107,4.0782387,0.0561,14.57167491,1064.72516345,532.0,1728.0,6311.0,1.81,1.35,Transit,2022.0,0,281.314
TOI-1117 b,TOI-1117,2.22816,0.033,2.46,8.9,928.0,1538.0,5635.0,1.05,0.97,Transit,2025.0,0,167.598
TOI-1117 c,TOI-1117,4.579,0.0534,2.91,8.78,355.0,1210.0,5635.0,1.05,0.97,Radial Velocity,2025.0,0,167.598
TOI-1117 d,TOI-1117,8.665,0.0817,3.27,10.71,152.0,978.0,5635.0,1.05,0.97,Radial Velocity,2025.0,0,167.598
TOI-1130 b,TOI-1130,4.074554,0.0453,3.66,19.8,78.1,825.0,4360.0,0.697,0.745,Transit,2020.0,0,58.2609
TOI-1130 c,TOI-1130,8.3501898,0.0731,13.0,336.0,30.0,650.0,4360.0,0.697,0.745,Transit,2020.0,0,58.2609
TOI-1135 b,TOI-1135,8.0277327,0.0815,9.91994792,58.79825529,310.0,1171.0,6320.0,1.202,1.119,Transit,2024.0,0,114.048
TOI-1136 b,TOI-1136,4.1727,0.05106,1.9,3.5,,1216.0,5770.0,0.968,1.022,Transit,2022.0,0,84.5362
TOI-1136 c,TOI-1136,6.2574,0.0669,2.879,6.32,232.392,1062.0,5770.0,0.968,1.022,Transit,2022.0,0,84.5362
TOI-1136 d,TOI-1136,12.5199,0.1062,4.627,8.35,626.362,843.0,5770.0,0.968,1.022,Transit,2022.0,0,84.5362
TOI-1136 e,TOI-1136,18.801,0.14,2.639,6.07,48.4771,737.0,5770.0,0.968,1.022,Transit,2022.0,0,84.5362
TOI-1136 f,TOI-1136,26.321,0.174,3.73591482,9.7,26.4328,658.0,5770.0,0.968,1.022,Transit,2022.0,0,84.5362
TOI-1136 g,TOI-1136,39.545,0.229,2.53,5.6,,574.0,5770.0,0.968,1.022,Transit,2022.0,0,84.5362
TOI-1173 b,TOI-1173,7.06466,0.0696,9.19,27.4,132.0,868.0,5350.0,0.934,0.911,Transit,2024.0,0,132.353
TOI-1174 b,TOI-1174,8.953487683,0.07994,2.562,32.0,52.02,713.83,5030.0,0.76,0.85,Transit,2024.0,0,94.6375
TOI-1180 b,TOI-1180,9.686760378,0.080799,3.072,10.0,36.97,638.18,4738.0,0.73,0.75,Transit,2024.0,0,72.0238
TOI-1181 b,TOI-1181,2.103189,0.0364,17.02644168,374.71969185,14140.0,1942.12,6054.0,1.961,1.467,Transit,2022.0,0,302.819
TOI-1184 b,TOI-1184,5.748433803,0.056027,2.39,6.8,57.54,715.47,4534.0,0.69,0.71,Transit,2024.0,0,58.5946
TOI-1194 b,TOI-1194,2.3106446,0.034,8.71664516,120.0,203.685,1264.29,5394.0,0.9608,0.9835,Transit,2023.0,0,149.667
TOI-1199 b,TOI-1199,3.671463,0.04988,10.5140239,75.96098927,324.114,1486.0,5710.0,1.45,1.23,Transit,2024.0,0,248.427
TOI-1201 b,TOI-1201,2.4919863,0.0287,2.415,6.28,40.6,703.0,3476.0,0.508,0.512,Transit,2021.0,0,37.8871
TOI-1203 b,TOI-1203,4.1572888,0.04869,1.52,3.51,572.2,1361.2,5737.0,1.179,0.886,Radial Velocity,2025.0,0,64.9943
TOI-1203.01,TOI-1203,25.502672,0.1632,2.918,7.39,51.0,743.6,5737.0,1.179,0.886,Transit,2021.0,0,64.9943
TOI-122 b,TOI-122,5.07803,0.0392,2.72,7.85,8.8,471.0,3403.0,0.334,0.312,Transit,2020.0,0,62.118
TOI-1221 b,TOI-1221,91.68278,0.387,2.91,1112.3994245,6.06,440.0,5592.0,1.031,0.93,Transit,2023.0,0,138.411
TOI-1224 b,TOI-1224,4.1782745,0.0355,2.104,5.08,13.9295,541.0,3326.0,0.404,0.4,Transit,2024.0,0,37.3312
TOI-1224 c,TOI-1224,17.945466,,2.884,8.67,1.9952,303.12,3326.0,0.404,0.4,Transit,2024.0,0,37.3312
TOI-1226 b,TOI-1226,3.92880881576,,2.4101112,6.39,376.4613,1123.44,5434.91,0.986943,1.01,Transit,2026.0,0,257.93
TOI-1227 b,TOI-1227,27.36397,0.0886,9.57246952,66.5,3.21,243.77,3072.0,0.56,0.17,Transit,2022.0,0,100.641
TOI-1230.01,TOI-1230,25.05713123288,,3.23968384,10.6,53.1389,688.61,5696.0,1.15281,1.14,Transit,2021.0,0,143.138
TOI-1231 b,TOI-1231,24.245586,0.1288,3.65,15.4,1.93,329.6,3553.0,0.476,0.485,Transit,2021.0,0,27.6227
TOI-1232 b,TOI-1232,14.256,0.117,10.92875618,220.57291446,90.0659,785.71,5823.0,1.072,1.058,Transit,2026.0,0,328.604
TOI-1232 c,TOI-1232,30.356,0.194,8.88,58.48042689,,,5823.0,1.072,1.058,Transit Timing Variations,2026.0,0,328.604
TOI-1233.01,HD 108236,14.175685,0.1074,2.539,6.98,53.8795,708.0,5660.0,0.877,0.869,Transit,2021.0,0,64.5978
TOI-1235 b,TOI-1235,3.444714,0.03845,1.69,6.69,60.3,775.0,3997.0,0.619,0.63,Transit,2020.0,0,39.6345
TOI-1238 b,TOI-1238,0.764597,0.0139,1.21,3.76,442.0,1133.0,4089.0,0.58,0.59,Transit,2022.0,0,70.7145
TOI-1238 c,TOI-1238,3.294736,0.037,2.11,8.32,63.0,695.0,4089.0,0.58,0.59,Transit,2022.0,0,70.7145
TOI-1243 b,TOI-1243,4.6594779,,2.33,7.7,17.2664,450.0,3515.0,0.511,0.515,Transit,2026.0,0,43.1865
TOI-1244 b,TOI-1244,6.400316483,0.060694,2.467,6.6,56.63,714.86,4599.0,0.721,0.73,Transit,2024.0,0,102.551
TOI-1246 b,TOI-1246,4.30744,0.049,3.01,8.1,196.0,955.0,5151.0,0.86,0.87,Transit,2022.0,0,169.422
TOI-1246 c,TOI-1246,5.904137,0.061,2.45109846,9.1,129.0,862.49,5213.0,0.8649,0.8889,Transit,2022.0,0,169.422
TOI-1246 d,TOI-1246,18.654874,0.132,3.43139739,5.4,28.0,587.77,5213.0,0.8649,0.8889,Transit,2022.0,0,169.422
TOI-1246 e,TOI-1246,37.92548,0.212,3.5141875,14.5,11.0,463.98,5213.0,0.8649,0.8889,Transit,2022.0,0,169.422
TOI-1248 b,TOI-1248,4.3601561,0.051,6.8084859,27.4,202.0739,952.09,5205.0,0.8686,0.9042,Transit,2024.0,0,168.735
TOI-1249 b,TOI-1249,13.079151,0.109,3.2710301,11.9,48.6058,726.89,5497.0,0.9785,1.0062,Transit,2024.0,0,139.49
TOI-125 b,TOI-125,4.65382,0.05186,2.726,9.5,185.0,1037.0,5320.0,0.848,0.859,Transit,2019.0,0,111.059
TOI-125 c,TOI-125,9.15059,0.0814,2.759,6.63,77.59,827.8,5320.0,0.848,0.859,Transit,2019.0,0,111.059
TOI-125 d,TOI-125,19.98,0.137,2.93,13.6,26.7,638.1,5320.0,0.848,0.859,Transit,2020.0,0,111.059
TOI-1259 A b,TOI-1259 A,3.477978,0.0407,11.45557828,140.16232749,153.1389,963.0,4775.0,0.711,0.744,Transit,2021.0,0,118.106
TOI-1260 b,TOI-1260,3.127463,0.0367,2.41,8.56,95.58,871.0,4227.0,0.672,0.679,Transit,2021.0,0,73.5977
TOI-1260 c,TOI-1260,7.493134,0.0657,2.76,13.2,29.81,651.0,4227.0,0.672,0.679,Transit,2021.0,0,73.5977
TOI-1260 d,TOI-1260,16.608164,0.1116,3.12,11.84,10.32,499.0,4227.0,0.672,0.679,Transit,2022.0,0,73.5977
TOI-1266 b,TOI-1266,10.8945,0.073,2.52,4.46,4.72,415.0,3563.0,0.4232,0.437,Transit,2020.0,0,36.0118
TOI-1266 c,TOI-1266,18.8027,0.105,1.98,3.17,2.42,346.0,3563.0,0.4232,0.437,Transit,2020.0,0,36.0118
TOI-1266 d,TOI-1266,32.509,0.1513,1.74,3.68,1.3,288.0,3563.0,0.4232,0.437,Transit Timing Variations,2025.0,0,36.0118
TOI-1268 b,TOI-1268,8.1577094,0.0711,9.1,96.4,91.0972,918.9,5300.0,0.92,0.96,Transit,2022.0,0,109.557
TOI-1269 b,TOI-1269,4.2529913,0.0496,2.40144286,6.4,231.2034,1004.9,5499.0,0.8521,0.9027,Transit,2024.0,0,172.138
TOI-1269 c,TOI-1269,9.23786144195,,2.22999162,5.6,54.6767,757.0,5554.02,0.848906,0.9027,Transit,2026.0,0,172.138
TOI-1272 b,TOI-1272,3.31599,0.0417,4.13204907,27.0,120.595,975.0,5065.0,0.7934,0.8772,Transit,2022.0,0,137.572
TOI-1272 c,TOI-1272,8.6811,0.079,4.95,21.7,,697.0,5065.0,0.7934,0.8772,Radial Velocity,2022.0,0,137.572
TOI-1273 b,TOI-1273,4.631296,0.0549,11.09689089,70.55790635,225.013,1211.0,5690.0,1.06,1.06,Transit,2024.0,0,177.118
TOI-1278 b,TOI-1278,14.47567,0.095,12.21778896,5879.8255295,6.5402,407.87,3799.0,0.573,0.54,Transit,2021.0,0,75.5759
TOI-1279 b,TOI-1279,9.61419,0.085,2.66146528,10.6,74.7359,759.0,5457.0,0.8426,0.8784,Transit,2024.0,0,107.055
TOI-128.01,TOI-128,4.9404681,0.05381019,2.21898,5.56,182.406,1344.51,6086.0,1.13,0.851969,Transit,2024.0,0,68.4727
TOI-1288 b,TOI-1288,2.6998279,0.0374,4.96846551,44.1,1198.41,1203.44,5388.0,0.9583,0.9552,Transit,2022.0,0,114.865
TOI-1288 c,TOI-1288,416.0,1.07,11.1,85.7,,,5388.0,0.9583,0.9552,Radial Velocity,2022.0,0,114.865
TOI-1291 b,TOI-1291,7.1620097551,,5.63826391,27.1,1230.42,1649.0,6139.95,1.8109,1.2,Transit,2026.0,0,428.123
TOI-1294 b,TOI-1294,3.915292,0.051,10.12369881,63.9,311.498,1392.74,5718.0,1.5566,1.1578,Transit,2024.0,0,332.648
TOI-1294 c,TOI-1294,159.9,0.61,14.3,147.0,,,5718.0,1.5566,1.1578,Radial Velocity,2024.0,0,332.648
TOI-1295 b,TOI-1295,3.1968838,0.047,15.69257298,451.31633794,1800.0,2360.0,6280.0,1.7,1.38,Transit,2024.0,0,388.227
TOI-1296 b,TOI-1296,3.9443736,0.051,14.11645916,95.3,1078.5987,1414.84,5567.0,1.7031,1.1576,Transit,2021.0,0,323.265
TOI-1298 b,TOI-1298,4.537143,0.057,9.65807033,99.0,732.0077,1278.0,5752.0,1.4536,1.2187,Transit,2021.0,0,319.036
TOI-1301.01,TOI-1301,6.096407209,0.059866,2.477,6.7,72.55,737.36,4820.0,0.732,0.77,Transit,2024.0,0,90.8693
TOI-132 b,TOI-132,2.1097019,0.026,3.42,22.4,860.0,1395.0,5397.0,0.9,0.97,Transit,2020.0,0,163.678
TOI-1333 b,TOI-1333,4.720219,0.0626,15.647764,753.2571,1112.85,1679.0,6274.0,1.925,1.464,Transit,2021.0,0,200.492
TOI-1338 b,TOI-1338 A,95.4001,0.4607,7.661,11.3,0.9938,254.65,5723.2,1.313,1.0936,Transit,2020.0,0,399.017
TOI-1338 c,TOI-1338 A,215.79,0.794,10.3,75.4,,,5723.2,1.313,1.0936,Radial Velocity,2023.0,0,399.017
TOI-1346 b,TOI-1346,1.7622538,,2.39,6.3,468.5415,1324.0,5099.0,0.78,0.82,Transit,2025.0,0,115.45
TOI-1346 c,TOI-1346,5.502558,,2.23,5.6,102.6644,928.0,5099.0,0.78,0.82,Transit,2025.0,0,115.45
TOI-1347 b,TOI-1347,0.84742346,0.0171,1.8,11.1,1876.1315,1400.0,5464.0,0.83,0.913,Transit,2024.0,0,147.476
TOI-1347 c,TOI-1347,4.841962,0.0546,1.6,6.4,183.6642,1000.0,5464.0,0.83,0.913,Transit,2024.0,0,147.476
TOI-1386 b,TOI-1386,25.8401,0.173,6.2163865,45.8,34.68,615.03,5735.0,1.0235,1.0363,Transit,2024.0,0,146.858
TOI-1386 c,TOI-1386,232.0,0.75,10.3,75.2,1.771,327.4,5735.0,1.0235,1.0363,Radial Velocity,2024.0,0,146.858
TOI-139 b,TOI-139,11.07085,,2.4566,6.6,22.4219,561.17,4570.0,0.7007,0.69,Transit,2023.0,0,42.4061
TOI-1408 b,TOI-1408,4.42587,0.05778,25.0,593.0,465.179,1293.0,6117.0,1.53,1.312,Transit,2023.0,0,139.484
TOI-1408 c,TOI-1408,2.1664,0.03587,2.22,7.6,2005.35,1864.0,6117.0,1.53,1.312,Transit Timing Variations,2024.0,0,139.484
TOI-1410 c,TOI-1410,47.56,0.239,5.63,27.0,,,4635.0,0.7558,0.7941,Radial Velocity,2024.0,0,72.7512
TOI-1410.01,TOI-1410,1.21687,0.0207,3.10083009,12.5,565.5415,1236.7,4635.0,0.7558,0.7941,Transit,2024.0,0,72.7512
TOI-1411 b,TOI-1411,1.4520527,0.02122,1.19880592,2.0,266.85,976.4,4115.0,0.614,0.6045,Transit,2022.0,0,32.4778
TOI-1416 b,TOI-1416,1.0697568,0.019,1.62,3.48,883.0,1517.0,4884.0,0.793,0.798,Transit,2023.0,0,55.0135
TOI-1420 b,TOI-1420,6.9561063,0.071,11.89,25.1,139.0,957.0,5510.0,0.923,0.987,Transit,2023.0,0,201.918
TOI-1422 b,TOI-1422,12.99894,0.107,3.83,9.5,90.5151,870.0,5840.0,1.019,0.9903,Transit,2022.0,0,155.141
TOI-1422 c,TOI-1422,34.5633,0.205,2.61,14.0,,628.0,5840.0,1.019,0.9903,Radial Velocity,2025.0,0,155.141
TOI-1431 b,TOI-1431,2.650237,0.046,16.70138124,991.62462984,5300.0,2370.0,7690.0,1.92,1.9,Transit,2021.0,0,148.925
TOI-1437 b,TOI-1437,18.840942,0.14,2.24,9.6,82.0,794.23,6008.0,1.17,1.1,Transit,2024.0,0,103.297
TOI-1438 b,TOI-1438,5.13967,0.0553,3.04,9.4,145.0,971.0,5230.0,0.82,0.876,Transit,2025.0,0,110.513
TOI-1438 c,TOI-1438,9.428089,0.083,2.75,10.6,65.0,794.0,5230.0,0.82,0.876,Transit,2025.0,0,110.513
TOI-1439 b,TOI-1439,27.644,0.192,4.2427861,38.5,68.4355,748.4,5841.0,1.6184,1.2313,Transit,2024.0,0,230.306
TOI-1442 b,TOI-1442,0.4090677,0.0071,1.17,1.71,207.0242,1072.0,3330.0,0.31,0.29,Transit,2022.0,0,41.1659
TOI-1443 b,TOI-1443,23.540678,0.147,2.30381001,30.0,16.8576,520.66,5224.0,0.7511,0.7663,Transit,2024.0,0,85.8034
TOI-1444 b,TOI-1444,0.4702743,0.0116,1.41792246,3.58,5028.6263,2130.02,5460.0,0.9105,0.9513,Transit,2021.0,0,125.463
TOI-1448 b,TOI-1448,8.112245,0.0567,2.749,19.5,5.45,426.0,3412.0,0.38,0.372,Transit,2024.0,0,73.3345
TOI-1450 A b,TOI-1450 A,2.0439274,,1.13,1.258,44.9493,722.0,3437.0,0.483,0.48,Transit,2024.0,0,22.4467
TOI-1450 A c,TOI-1450 A,5.0688,,1.13,1.527,,533.0,3437.0,0.483,0.48,Transit,2024.0,0,22.4467
TOI-1451 b,TOI-1451,16.537944,0.127,2.61143902,15.2,53.0216,723.33,5801.0,1.0162,1.0022,Transit,2024.0,0,91.9362
TOI-1452 b,TOI-1452,11.06201,0.061,1.672,4.82,1.8,326.0,3185.0,0.275,0.249,Transit,2022.0,0,30.5212
TOI-1453 b,TOI-1453,4.3135225,,1.173,2.32,132.6,944.2,4975.0,0.72,0.715,Transit,2025.0,0,78.7415
TOI-1453 c,TOI-1453,6.5886982,,2.224,2.95,75.3,819.8,4975.0,0.72,0.715,Transit,2025.0,0,78.7415
TOI-1466 b,TOI-1466,1.87190602231,,2.46741991,6.65,167.099,1001.0,4435.39,0.749646,0.66,Transit,2026.0,0,86.5783
TOI-1467 b,TOI-1467,5.97114713,0.050748,1.92,9.0,18.13,506.07,3834.0,0.491,0.489,Transit,2024.0,0,37.4418
TOI-1468 b,TOI-1468,1.8805201,0.02107,1.401,3.04,36.4,683.5,3376.0,0.3714,0.3527,Transit,2022.0,0,24.7399
TOI-1468 c,TOI-1468,15.532477,0.08608,2.126,4.1,2.13,338.1,3376.0,0.3714,0.3527,Transit,2022.0,0,24.7399
TOI-1470 b,TOI-1470,2.527093,0.0285,2.18,7.32,46.3,734.0,3709.0,0.469,0.471,Transit,2023.0,0,51.9503
TOI-1470 c,TOI-1470,18.08816,0.106,2.47,7.24,3.35,373.0,3709.0,0.469,0.471,Transit,2023.0,0,51.9503
TOI-1472 b,TOI-1472,6.36338574,0.064,4.058,18.05,110.0201,891.0,5100.0,0.84,0.87,Transit,2024.0,0,121.84
TOI-1472 c,TOI-1472,15.5381747,0.116,3.334,21.13,,662.0,5100.0,0.84,0.87,Radial Velocity,2025.0,0,121.84
TOI-1478 b,TOI-1478,10.1802117,0.0818,11.99360935,279.68899816,261.013,918.0,5597.0,1.048,0.947,Transit,2021.0,0,152.892
TOI-150.01,TOI-150,5.857487,0.07037,14.067295,797.7533,750.922,1404.5,6255.0,1.526,1.351,Transit,2019.0,0,336.267
TOI-1516 b,TOI-1516,2.056014,,15.24421375,1004.33776612,1899.83,1839.0,6520.0,1.14,1.14,Transit,2022.0,0,247.054
TOI-1518 b,TOI-1518,1.90261131,0.03712,21.05046575,581.62598481,7010.0,2546.0,7299.0,1.942,1.88,Transit,2021.0,0,225.888
TOI-157 b,TOI-157,2.0845435,0.03138,14.414774,375.0394,1062.0,1588.0,5404.0,1.167,0.948,Transit,2020.0,0,355.683
TOI-1601 b,TOI-1601,5.33175,0.069,14.19902343,387.0,1071.42,1493.97,5982.0,2.195,1.5055,Transit,2021.0,0,336.608
